Label,Notation,Parent Notation,Sort Priority
The densham surgery,u89141,,0
Queens park medical centre,u07032,,1
Acklam medical centre,u02671,,2
Springwood surgery,u07842,,3
Bankhouse surgery,u27349,,5
Village medical centre,u85008,,6
Queenstree practice,u94460,,10
Park surgery,u55830,,11
Bentley medical practice,u23714,,13
Normanby medical centre,u85257,,16
Yarm medical practice,u63844,,21
Hart medical practice,u70212,,33
Mckenzie house surgery,u40502,,36
Ulverston health centre (murray),u25520,,68
Alston medical practice,u08085,,69
Ambleside health centre,u59570,,70
Duke street surgery,u17992,,72
Brampton medical practice,u00639,,76
Caldbeck surgery,u25680,,78
Warwick road surgery,u66688,,79
Carlisle healthcare,u92223,,80
Castlegate and derwent surgery,u76572,,84
Distington surgery,u48302,,86
Captain french surgery,u35939,,88
Lunesdale surgery,u59980,,93
James street group pract,u67303,,106
St andrew's medical practice,u12365,,129
Willington medical group,u96202,,130
Whinfield medical practice,u45102,,131
Blackhall and peterlee practice,u14615,,133
Hallgarth surgery,u37593,,134
Bridge end surgery,u77096,,135
Claypath & university medical group,u38486,,137
Belmont & sherburn medical group,u53962,,140
Station view medical centre,u85067,,141
Tanfield view medical group,u70497,,142
The medical group,u01989,,146
Woodview medical practice,u31619,,156
Murton medical centre,u81825,,164
East durham medical group,u26864,,177
The rothbury practice,u25545,,201
Bedlingtonshire med.group,u11112,,202
Ponteland medical group,u05512,,204
Railway medical group,u25489,,206
Cramlington medical group,u24977,,215
Unallocated,u,,225
Valens medical partnership,u78610,,226
Fell tower medical centre,u91254,,239
Rowlands gill medical centre,u41930,,241
Longrigg medical centre,u13720,,242
Oxford tce & rawling rd medical group,u76028,,243
Glenpark medical centre,u33691,,244
Saville medical group,u43524,,267
Prospect medical centre,u45898,,268
West farm surgery,u95193,,269
Roseworth surgery,u34146,,270
Park medical group,u70624,,272
Biddlestone health group,u17849,,273
West road medical centre,u44695,,275
Denton park medical group,u87170,,276
Spring terrace health centre,u91110,,300
Portugal place health ctr,u10386,,301
Whitley bay health centre,u02739,,303
Victoria medical centre,u37826,,322
Farnham medical ctr.,u20256,,323
Marsden rd. health centre,u89118,,324
Deerness park medical group,u52297,,343
Hetton group practice,u69720,,345
Wearside medical practice - pallion,u14646,,347
Red house medical centre,u43314,,349
Dr stephenson & partners,u61868,,351
Joshi na,u05458,,352
Chp ltd - bransholme,u03824,,381
Beacon medical,u93843,,382
"Eastgate medical group, hornsea",u89699,,383
The central surgery barton,u97101,,384
Humber primary care ltd,u56223,,385
East hull family practice,u82095,,387
Market weighton group practice,u28348,,388
Hessle grange medical practice,u97785,,389
Kingston health (hull),u62384,,390
Montague medical practice,u64175,,392
Pelham medical group,u36776,,395
Orchard 2000 group,u65725,,397
Cambridge avenue medical centre,u52219,,399
Holderness health,u64827,,402
Wilberforce surgery,u88890,,408
Pocklington group practice,u03826,,411
The roxton practice,u16538,,414
Manor road surgery,u30913,,417
South axholme practice,u79163,,418
Trent view medical practice,u44401,,432
Millfield surgery,u66218,,481
Nidderdale group practice,u56977,,482
Priory medical group,u56562,,483
Townhead surgery,u49851,,484
North house surgery,u13990,,485
Sherburn surgery,u52075,,487
The leeds road practice,u91790,,488
East parade surgery,u98318,,491
Whitby group practice,u81483,,492
Escrick surgery,u79246,,493
Topcliffe surgery,u57955,,494
Cross hills group practice,u85476,,495
Dalton terrace surgery,u46082,,496
Great ayton surgery,u80470,,497
Catterick village surgery,u03298,,498
Eastfield medical centre,u98994,,499
Haxby group practice,u45670,,501
Sherburn group practice,u21078,,506
Filey surgery,u57009,,512
York medical group,u66012,,545
Thornbury medical practice,u78361,,561
Sunnybank medical centre,u87769,,564
Parklands medical practice,u65044,,565
Manor medical practice,u17022,,566
Bingley medical practice,u28474,,567
Tong medical practice,u27086,,568
Farrow medical centre,u98513,,569
Idle medical centre,u76383,,571
Little horton lane medical centre - raja,u38216,,577
Kensington partnership,u37316,,596
Station road surgery,u53279,,626
Rydings hall surgery,u50996,,627
Hebden bridge group practice,u81415,,628
Rosegarth surgery,u34742,,629
Keighley road surgery,u84379,,634
Parkview surgery,u54372,,646
Dearne valley health centre,u79310,,647
Calder view surgery,u60176,,648
Elmwood family doctors,u69551,,650
Batley health centre surgery,u63540,,651
Dalton surgery,u38221,,653
Meltham road surgery,u69575,,657
The lindley group pract.,u06092,,667
The paddock surgery,u66858,,675
Dr n saddiq's practice,u78449,,708
City view medical practice,u16878,,709
Dr g lees & partners,u92581,,710
Highfield surgery,u61505,,711
Dr l freeman & partners,u76315,,713
Dr j h roberts & partners,u84543,,714
Alwoodley medical centre,u82712,,715
Manston surgery,u43067,,716
Collingham church view surgery,u11393,,717
Hillfoot surgery,u31269,,718
The north leeds medical practice,u31228,,720
Shaftesbury medical ctr.,u67243,,723
Craven road medical practice,u11864,,724
Westgate surgery,u50263,,733
South bank surgery,u94664,,738
Guiseley and yeadon medical practice,u81168,,740
Allerton medical centre,u78708,,741
Whitehall surgery,u98623,,766
Leeds student medical practice,u96282,,783
Middlestown,u43084,,799
College lane surgery,u31847,,801
Warrengate medical centre,u10827,,802
Riverside medical centre,u84490,,803
Northgate,u10439,,805
Outwood park medical centre,u08248,,810
Castleford medical practice,u25219,,819
Springs health centre,u67865,,835
Sett valley medical centre,u28405,,837
Ivy grove surgery,u72812,,838
Horizon healthcare,u60509,,840
Vernon street medical ctr,u53999,,841
Royal primary care south,u17168,,842
The moir medical centre,u25882,,844
The surgery at wheatbridge,u78207,,845
Baslow health centre,u63258,,846
Arthur medical centre,u61321,,850
Dove river,u57641,,851
Newhall surgery,u90656,,852
Shires healthcare,u05048,,864
Village surgery,u47223,,866
The park medical practice,u60843,,881
Lister house surgery,u06438,,902
Howard street medical practice,u60978,,906
South leicestershire medical partnership,u30213,,948
Countesthorpe health centre,u71931,,949
Greengate medical centre,u63948,,950
Groby road medical centre (id patchett),u05796,,951
Castle donington surgery,u42007,,952
Market harborough med.ctr,u50165,,954
Oakham medical practice,u67590,,955
Pinfold medical practice,u76772,,956
Bushloe surgery,u09521,,958
Long clawson medical practice,u25294,,960
Parker drive surgery,u05642,,962
Sturdee road health and wellbeing centre,u54764,,963
De montfort surgery,u48026,,964
Spinney hill medical centre,u64426,,967
The old school surgery,u95499,,970
Willowbrook medical centre (jg astles),u00147,,972
Downing drive surgery (ajj bentley),u73005,,973
Dr nw osborne's practice,u33192,,975
Kingsway surgery,u12169,,981
Orchard surgery,u12563,,982
Charnwood medical group,u51667,,983
Station view health centre,u35987,,985
Newbold verdon med.pract.,u74544,,992
Merridale medical centre (rp tew),u87332,,1010
The welby practice,u71716,,1012
Shefa medical practice,u77315,,1016
Horizon healthcare,u03186,,1020
Portland medical practice,u38661,,1076
Navenby cliff villages surgery,u93726,,1077
Beechfield medical centre,u41693,,1078
Liquorpond surgery,u75268,,1079
Spilsby surgery,u08229,,1080
Lakeside healthcare stamford,u52802,,1081
Lindum medical practice,u58704,,1083
Millview medical centre,u71550,,1085
Boultham park medical practice,u17435,,1087
Cleveland surgery,u56215,,1089
Beacon medical practice,u58435,,1090
Horncastle medical group,u12413,,1097
Holbeach medical centre,u17012,,1098
Larwood surgery,u05001,,1158
St albans medical centre,u63129,,1159
Tuxford medical centre,u82499,,1161
Barnby gate surgery,u65095,,1162
Trentside medical group,u12949,,1163
Elmswood surgery,u44561,,1164
Willowbrook medical practice,u85198,,1165
Oakwood surgery,u32323,,1168
Family medical centre (sood),u47242,,1170
Churchside medical practice,u18267,,1172
Middleton lodge practice,u90349,,1173
The univ of nottingham health serv,u59216,,1174
Newgate medical group,u10748,,1175
Stenhouse medical centre,u51200,,1177
The oaks medical centre,u99463,,1180
Westdale lane surgery,u47851,,1183
Churchfields medical practice,u10998,,1184
Derby road health centre,u29053,,1188
Clifton medical practice,u19169,,1193
Torkard hill medical ctre,u06437,,1197
Ashfield house (annesley),u53963,,1207
The forest practice,u94342,,1227
Goldthorpe medical centre pms practice,u16464,,1283
Great north medical group,u30587,,1311
Hatfield health centre,u54853,,1313
Mexborough health centre,u75018,,1314
Regent square group practice,u36746,,1315
The burns practice,u72999,,1316
Dinnington group practice,u87177,,1348
Woodstock bower group practice,u09529,,1349
St ann's medical centre,u36780,,1351
The magna group practice,u99055,,1352
Stag medical centre,u88280,,1353
Wickersley health centre,u01680,,1360
Walkley house medical centre,u28163,,1377
Norfolk park health centre,u91476,,1378
Porter brook medical centre,u26996,,1379
Forge health group,u20350,,1380
Foxhill medical centre,u93827,,1381
Buchanan road surgery,u79313,,1383
Meadowgreen health centre,u64938,,1385
Carterknowle & dore medical practice,u13245,,1386
Tramways medical centre (o'connell),u80633,,1387
Gleadless medical centre,u12376,,1388
Stonecroft medical centre,u28378,,1391
Sothall & beighton health centres,u62853,,1392
Handsworth medical practice,u31169,,1402
Oughtibridge surgery,u49944,,1406
University health service health centre,u39345,,1445
Lensfield medical practice,u88254,,1452
Huntingdon road surgery,u24388,,1453
York street medical practice,u71777,,1454
Alconbury surgery,u89554,,1455
North brink practice,u79015,,1457
Priory fields surgery,u95574,,1458
Cornford house surgery,u65941,,1460
Staploe medical centre,u16004,,1462
"Orchard surgery,melbourn",u19471,,1466
St. george's medical centre,u30123,,1467
Octagon medical practice,u85953,,1468
Paston health centre,u11694,,1469
Firs house surgery,u09738,,1473
Old fletton surgery,u75549,,1474
Grove medical practice,u63072,,1475
Priors field surgery,u55369,,1480
Granta medical practices,u83524,,1485
Ashwell surgery,u82047,,1489
Cornerstone practice,u66904,,1493
Lakeside healthcare st neots,u20640,,1497
Nightingale medical centre,u13771,,1504
Thistlemoor medical centre,u89134,,1523
Holt medical practice,u94681,,1530
Grove surgery,u31420,,1531
Beaches medical centre,u36042,,1532
Cromer group practice,u91215,,1533
Chet valley medical practice,u05433,,1535
East norfolk medical practice,u72706,,1536
St stephens gate medical partnership,u13557,,1537
Stalham staithe surgery,u04154,,1538
Grimston medical centre,u10602,,1539
Bridge street surgery,u10555,,1543
Market surgery,u62485,,1544
Orchard surgery,u73212,,1548
Upwell health centre,u13032,,1561
E harling & kenninghall medical practice,u90673,,1568
Vida healthcare,u48652,,1570
Constable country rural medical practice,u49615,,1616
Alexandra & crestview surgeries,u59961,,1617
Wickhambrook surgery,u39025,,1618
Felixstowe road medical practice,u95792,,1619
Angel hill surgery,u98785,,1620
Burlington road surgery,u40593,,1623
Beccles medical centre,u47975,,1624
Unity healthcare,u52763,,1627
Howard house surgery,u52997,,1630
Market cross surgery,u89162,,1633
Ivry street medical practice,u26878,,1639
Framlingham surgery,u10033,,1640
Botesdale health centre,u23742,,1645
Little st john street surgery,u64705,,1659
Hardwicke house group practice,u10430,,1669
Dr solway & dr mallick practice,u27258,,1676
Dr i saleh's practice,u27128,,1688
Greensand surgery (ampthill),u83511,,1689
Dr jl henderson & partners,u15644,,1690
Bell house medical centre,u51229,,1692
Stopsley village practice,u59591,,1693
Harrold medical practice,u28178,,1694
Wheatfield surgery,u64165,,1695
West street surgery,u09531,,1696
